,Labels,First Fit Score,First Fit Times,First Fit Decreasing Score,First Fit Decreasing Times,Next Fit Score,Next Fit Times,Next Fit Decreasing Score,Next Fit Decreasing Times,Best Fit Score,Best Fit Times,Best Fit Decreasing Score,Best Fit Decreasing Times,Djang-Fitch Score,Djang-Fitch Times,Djang-Fitch 2 Score,Djang-Fitch 2 Times
10,"(0, 0, 2, 28, 4, 7, 19)",0.3646588477343333,0.12494000000000001,0.5733399177072,112521000,0.3348942737646667,0.14056100000000002,0.741224010273,0.09624200000000001,0.3646588477343333,0.35836100000000004,0.573936413054,0.323017,0.5733399177072,0.830963,0.5733399177072,0.717824
11,"(0, 2, 1, 27, 8, 7, 15)",0.39725302405959995,0.14557900000000001,0.5736017321349999,112508000,0.2527179628246667,0.150263,0.36479954196399994,0.097221,0.28636854787433336,0.546421,0.5766256133815,0.44061900000000004,0.5736017321349999,0.909571,0.5736017321349999,1.4428370000000001
12,"(0, 0, 4, 26, 5, 10, 15)",0.37200333171566663,0.11629400000000001,0.533049089352,103480000,0.35826454102233335,0.131268,0.5063469037336,0.127539,0.37200333171566663,0.315861,0.533049089352,0.314514,0.533049089352,0.699852,0.533049089352,0.583061
13,"(0, 1, 3, 26, 5, 9, 16)",0.5183307240502,0.12432000000000001,0.5773830033462,104262000,0.29057674876899997,0.13037600000000002,0.5201668201134,0.11237000000000001,0.5185915365798001,0.36416200000000004,0.5744588211626,0.44372500000000004,0.5773830033462,0.809146,0.5773830033462,0.836677
14,"(0, 0, 0, 30, 6, 5, 19)",0.5128460562405,0.118688,0.5644096767245,115669000,0.522274428041,0.128812,0.5043353455595,0.11688000000000001,0.3824486379196,0.39532700000000004,0.5644096767245,0.390156,0.5644096767245,0.772806,0.5644096767245,0.48760800000000004
15,"(0, 0, 1, 29, 5, 5, 20)",0.50610750412475,0.11792000000000001,0.5296408842382501,130695000,0.33458710163179994,0.126247,0.51948831242375,0.10777800000000001,0.3761011923126,0.304906,0.5319799501982501,0.34685000000000005,0.5296408842382501,0.8135690000000001,0.5296408842382501,0.574195
16,"(0, 1, 2, 27, 11, 7, 12)",0.3920840245885,0.133161,0.577400915747,134110000,0.3132138426838571,0.12501900000000002,0.42136332461983333,0.13822800000000002,0.39124351090250004,0.26547000000000004,0.5776496131805999,0.36520800000000003,0.577400915747,0.763484,0.577400915747,0.5647030000000001
17,"(0, 3, 3, 24, 11, 12, 7)",0.347183630793375,0.13087300000000002,0.47494341562842857,113306000,0.27438689720766674,0.140684,0.5763571695031666,0.163999,0.345335302650125,0.43543000000000004,0.48945163067185715,0.46351600000000004,0.47494341562842857,0.9509390000000001,0.47494341562842857,1.718104
18,"(0, 1, 1, 28, 9, 7, 14)",0.427473587405,0.11423100000000001,0.60556546539225,96894000,0.38661004307339997,0.12729000000000001,0.3839526944418,0.105518,0.4296451763757999,0.279944,0.60684757162975,0.34029600000000004,0.60556546539225,0.7434930000000001,0.60556546539225,0.7553770000000001
19,"(0, 3, 1, 26, 7, 7, 16)",0.41254760650600003,0.124238,0.5820487594268,113852000,0.41179125727666666,0.129023,0.5833770944904,0.110392,0.41235712273,0.29299200000000003,0.5820726683628,0.39665700000000004,0.5820487594268,1.0130670000000002,0.5820487594268,1.5400150000000001
20,"(0, 0, 4, 26, 7, 11, 12)",0.42061534402083334,0.12020600000000001,0.550611411295,105468000,0.28935317174357145,0.13390000000000002,0.5332833258034,0.118286,0.42089503471683337,0.47632100000000005,0.5511091168638,0.388185,0.550611411295,0.706577,0.550611411295,0.750591
21,"(0, 1, 3, 26, 5, 9, 16)",0.4030302659149999,0.12395800000000001,0.45000998144939997,125187000,0.3564524796778,0.12475100000000001,0.4393469261961999,0.111448,0.400873212591,0.35067400000000004,0.45079516485659993,0.381004,0.45000998144939997,1.0663900000000002,0.45000998144939997,0.546454
22,"(0, 0, 2, 28, 4, 8, 18)",0.5312180503335,0.115543,0.5525637936975001,156173000,0.35609999090839994,0.132555,0.5284455510624999,0.11229900000000001,0.5312180503335,0.30409,0.5525637936975001,0.283495,0.5525637936975001,0.9248970000000001,0.5525637936975001,0.476648
23,"(0, 0, 4, 26, 8, 11, 11)",0.3654385586007142,0.154232,0.5664876340528334,103178000,0.284636292110375,0.137071,0.48052073655983335,0.116425,0.48703257838283337,0.424478,0.6899526055346,0.338077,0.5664876340528334,0.760653,0.5664876340528334,0.613446
24,"(0, 1, 2, 27, 10, 7, 13)",0.4074159770397999,0.13271,0.6374594971387499,114212000,0.41356943574780003,0.12546000000000002,0.413288198755,0.10431800000000001,0.4194894629278,0.275104,0.482111866231,0.426294,0.6374594971387499,0.8398070000000001,0.6374594971387499,0.734711
25,"(0, 0, 6, 24, 10, 7, 13)",0.4000234897318334,0.14184000000000002,0.566105102185,115392000,0.3179315366467143,0.138324,0.5562306535354,0.103816,0.4000234897318334,0.285005,0.566353236469,0.400864,0.566105102185,0.7864650000000001,0.566105102185,1.2929080000000002
26,"(0, 2, 1, 27, 9, 6, 15)",0.4848886138509999,0.10844300000000001,0.5423878482205999,93146000,0.3283416922178333,0.146645,0.68571664901475,0.106229,0.4851944062106,0.35662900000000003,0.5423878482205999,0.34182300000000004,0.5423878482205999,0.8024950000000001,0.5423878482205999,0.8064640000000001
