,Labels,First Fit Score,First Fit Times,First Fit Decreasing Score,First Fit Decreasing Times,Next Fit Score,Next Fit Times,Next Fit Decreasing Score,Next Fit Decreasing Times,Best Fit Score,Best Fit Times,Best Fit Decreasing Score,Best Fit Decreasing Times,Djang-Fitch Score,Djang-Fitch Times
0,"(0, 1, 5, 24, 6, 7, 17)",0.41672162851766664,220000000,0.44445276513866655,194257000,0.293516534004,197670000,0.40355755399633336,131375000,0.4011041865083333,706318000,0.44502486063966656,873645000,0.44445276513866655,1092830000
1,"(0, 2, 3, 25, 9, 8, 13)",0.41364734948033327,161179000,0.5675340390675999,147430000,0.3644582195473333,171825000,0.5250632764464,154953000,0.41374430348033325,526243000,0.5675732934436001,528762000,0.5675340390675999,1009600000
2,"(0, 1, 3, 26, 5, 9, 16)",0.5907243400122,154732000,0.6070022150677999,151332000,0.4334794110208333,168812000,0.4236318829318333,187887000,0.5953542437534,440871000,0.615088775279,555687000,0.6070022150677999,1049601000
3,"(0, 2, 3, 25, 6, 5, 19)",0.36406283214216667,192773000,0.5298074412298,142275000,0.26257960598842855,193891000,0.5062867961569999,156742000,0.36406283214216667,365298000,0.5289837441241999,531675000,0.5298074412298,1171526000
4,"(0, 2, 3, 25, 8, 8, 14)",0.5823152648859999,166052000,0.5897019562364,152097000,0.4272012475296667,171814000,0.5923158721816,136847000,0.5823152648859999,499108000,0.5972644539772,640487000,0.5897019562364,1107797000
5,"(0, 3, 0, 27, 11, 3, 16)",0.32434722223533335,198655000,0.630832139275,141463000,0.29172450670033334,195299000,0.624975191547,131931000,0.31629078384566667,390451000,0.634606258741,477886000,0.630832139275,1413313000
6,"(0, 0, 3, 27, 6, 10, 14)",0.43941342322149995,177157000,0.5780771456874,174119000,0.3912494050325,169525000,0.42198783707216664,163530000,0.43941342322149995,366406000,0.577417667145,478648000,0.5780771456874,973928000
7,"(0, 1, 3, 26, 8, 9, 13)",0.34416411966099997,172500000,0.5658658159276,132989000,0.32812124561533335,179483000,0.4712666864284,137492000,0.33645585317666665,513596000,0.5658658159276,575793000,0.5658658159276,955417000
8,"(0, 1, 2, 27, 9, 9, 12)",0.4460706452351666,181466000,0.6408349032102,151799000,0.3300849478632856,180047000,0.49684839174083334,162633000,0.4787342619831667,415939000,0.6413004289814,389992000,0.6408349032102,1070205000
9,"(0, 1, 4, 25, 10, 6, 14)",0.48381455819460006,162107000,0.5132134512282001,136343000,0.34909594874250005,188825000,0.48314920985699994,148628000,0.485042971689,477664000,0.5197603930882,584543000,0.5132134512282001,919155000
10,"(0, 0, 2, 28, 5, 10, 15)",0.382142524235,152153000,0.46054508689019996,148150000,0.28101926389650006,162731000,0.58418828387125,127736000,0.3812667750058,418638000,0.46054508689019996,475505000,0.46054508689019996,1206703000
11,"(0, 0, 3, 27, 6, 8, 16)",0.4194363069371999,195253000,0.47813745821400006,150783000,0.29306956273766666,176075000,0.4330122157348001,159143000,0.438461225942,368258000,0.4779276935676,501263000,0.47813745821400006,1136575000
12,"(0, 1, 2, 27, 7, 10, 13)",0.43377917784539993,163749000,0.5123443344529999,144155000,0.30076552707583337,180818000,0.47183187046299996,166093000,0.43377917784539993,520182000,0.49040374645460005,553182000,0.5123443344529999,1140785000
13,"(0, 0, 4, 26, 8, 6, 16)",0.37511043790833326,184247000,0.5756529517012001,147318000,0.5019960813423999,162997000,0.51398181387,131232000,0.5386093181908,603327000,0.5756611321828001,553216000,0.5756529517012001,1078064000
14,"(0, 1, 3, 26, 8, 7, 15)",0.41456809563116664,172824000,0.6013701611546,137378000,0.31189008605499996,172624000,0.5731938549598,138018000,0.41456809563116664,382886000,0.5954447694598,519695000,0.6013701611546,909941000
15,"(0, 1, 2, 27, 8, 8, 14)",0.48946949940679996,164170000,0.5196763236367998,188821000,0.3679918894253333,169447000,0.4941427634747999,148207000,0.37909835954,453055000,0.5196763236367998,437609000,0.5196763236367998,923703000
16,"(0, 0, 2, 28, 12, 2, 16)",0.4101492723252,193895000,0.46640268122999995,178007000,0.3106886560093333,204665000,0.43499952310039997,152862000,0.4101492723252,380828000,0.46640268122999995,521369000,0.46640268122999995,1193158000
17,"(0, 1, 4, 25, 7, 12, 11)",0.4309210931991667,176188000,0.6221335286402001,145035000,0.32782997402842856,157434000,0.5958471643382,136608000,0.43133645931616665,454462000,0.6045570488078,423835000,0.6221335286402001,1000826000
18,"(0, 0, 2, 28, 7, 9, 14)",0.43309467475019997,161753000,0.6470292610077502,141039000,0.28001075899283334,196545000,0.4824788373493999,167860000,0.44170358673300003,526875000,0.63182961709325,436845000,0.6470292610077502,984451000
19,"(0, 0, 2, 28, 5, 7, 18)",0.46081800382939997,148931000,0.5069483957462,155458000,0.44842633136179993,178799000,0.45249751572819996,186216000,0.46017794157020003,408973000,0.5079606554278,449087000,0.5069483957462,946495000
20,"(0, 4, 1, 25, 9, 3, 18)",0.2781735233345714,172013000,0.5414314309132001,133533000,0.20455531601375,196069000,0.3783808908576667,143135000,0.2799270580711429,499944000,0.5477354355652,690297000,0.5414314309132001,1220567000
21,"(0, 0, 3, 27, 5, 11, 14)",0.39830062305516667,165388000,0.5766680420170001,156621000,0.3634354616605,173798000,0.5036280861774001,156412000,0.39793654679850005,373814000,0.5724793461333999,481914000,0.5766680420170001,936991000
22,"(0, 2, 0, 28, 4, 6, 20)",0.4696313779715,188791000,0.49617932099550005,185801000,0.46063509320350005,163667000,0.482451947519,146391000,0.4696313779715,344621000,0.553337228975,528333000,0.49617932099550005,1130101000
23,"(0, 1, 5, 24, 9, 10, 11)",0.5009747006905,175028000,0.5641712368071666,146644000,0.3614386158901429,166786000,0.49069032700450005,170827000,0.5057102720401666,496455000,0.5409774425131667,528138000,0.5641712368071666,1056716000
24,"(0, 0, 1, 29, 7, 7, 16)",0.3754913207814,168828000,0.53618131002075,167551000,0.3412933316926,189372000,0.5127598337947501,154355000,0.3754913207814,437246000,0.53629604108775,396470000,0.53618131002075,1017465000
25,"(0, 0, 1, 29, 4, 8, 18)",0.5213344329877501,167022000,0.41887737224099997,167565000,0.3592907694702,183612000,0.52771448344825,148776000,0.3970942678358,448474000,0.41887737224099997,485897000,0.41887737224099997,1109760000
26,"(0, 0, 3, 27, 9, 10, 11)",0.47591438314199996,163571000,0.48318823244879994,171191000,0.340407750415,165903000,0.4650250506332,144076000,0.4549331537747999,526648000,0.5356681861004,460967000,0.48318823244879994,925778000
27,"(0, 0, 4, 26, 9, 9, 12)",0.531215250083,165000000,0.6157749426134,127167000,0.3737326023711667,164317000,0.536268442375,151838000,0.5210077040077999,555855000,0.6157749426134,428507000,0.6157749426134,882511000
28,"(0, 1, 2, 27, 10, 3, 17)",0.46811588747499994,157167000,0.49860051081179996,180214000,0.36296861568783334,153703000,0.46664856037979996,138498000,0.4836054448734,408856000,0.49860051081179996,525949000,0.49860051081179996,1120777000
29,"(0, 1, 0, 29, 3, 6, 21)",0.444117415911,177134000,0.46468566963499996,151351000,0.3935331841038,187535000,0.42637184579100007,162536000,0.444117415911,424808000,0.450855851231,519838000,0.46468566963499996,1213843000
30,"(0, 0, 3, 27, 6, 10, 14)",0.39272187308733336,197767000,0.5849051109508,140312000,0.3658294981993333,181140000,0.526365576682,133124000,0.5108998449796001,415804000,0.58507266619,406190000,0.5849051109508,838856000
31,"(0, 1, 3, 26, 6, 11, 13)",0.4058711416826,184394000,0.5076231034506,139169000,0.28259439088449995,191337000,0.6107366262542501,143762000,0.40752509880899995,541941000,0.4977942749774,550130000,0.5076231034506,1057588000
32,"(0, 0, 3, 27, 10, 8, 12)",0.48105627771579995,207370000,0.5368699446766,153835000,0.4663759045782,169763000,0.5081057061342,130173000,0.35102934435116667,534736000,0.5561877619562001,481725000,0.5368699446766,1000701000
33,"(0, 2, 2, 26, 7, 9, 14)",0.42254590385166674,185665000,0.606932869386,146142000,0.3118323046294286,192322000,0.5875128877412,131593000,0.413700238068,324833000,0.6066620716704001,410286000,0.606932869386,1081652000
34,"(0, 2, 3, 25, 7, 7, 16)",0.46258677184900004,180009000,0.538078946469,127315000,0.31869013021383336,195683000,0.4532525205141999,145874000,0.4582878960606,480060000,0.69484009289425,478321000,0.538078946469,1139329000
35,"(0, 2, 3, 25, 10, 6, 14)",0.397434913102,167106000,0.5376745179736,153783000,0.3804908417683333,168485000,0.40167295159166666,170794000,0.3973333684003333,579091000,0.564293116136,637881000,0.5376745179736,1397303000
36,"(0, 2, 3, 25, 8, 8, 14)",0.35230116488833335,176687000,0.5134680507328,139597000,0.3240541662636666,193011000,0.45459410852840004,159904000,0.35874296955900004,540309000,0.7008507396429999,478607000,0.5134680507328,1073525000
37,"(0, 2, 5, 23, 12, 4, 14)",0.4881890925391667,162054000,0.6705577651822,132823000,0.48542505305950007,160332000,0.47113917137949995,170422000,0.5002519411301667,634740000,0.6705914717926,423780000,0.6705577651822,1159657000
38,"(0, 1, 2, 27, 5, 11, 14)",0.3811342197961667,185884000,0.5304201024766,159769000,0.49120011142900005,163835000,0.508804563195,142785000,0.3776648832244999,463800000,0.5302887439666001,461566000,0.5304201024766,1109547000
39,"(0, 1, 4, 25, 9, 11, 10)",0.4261663828005,176568000,0.5035985926134999,143546000,0.4252670350185,157741000,0.6099530362162,130037000,0.43749534101516674,516020000,0.5035985926134999,556285000,0.5035985926134999,1082249000
40,"(0, 1, 3, 26, 6, 5, 19)",0.40784118847199996,172652000,0.6444013199634999,140578000,0.39876937625560005,177904000,0.6067656160685,129704000,0.4082418385724,397829000,0.6444013199634999,473472000,0.6444013199634999,1062638000
41,"(0, 2, 1, 27, 10, 8, 12)",0.402366639566,158634000,0.5974343123272001,137912000,0.2963108274877143,184101000,0.560985002426,98156000,0.4024149107700001,384483000,0.5988024060872001,404661000,0.5974343123272001,853875000
42,"(0, 1, 0, 29, 5, 5, 20)",0.42442974504974995,159167000,0.44468154933275,135662000,0.41788424749575,152439000,0.42757799751075,124948000,0.45491631300874996,433448000,0.44468154933275,304020000,0.44468154933275,733111000
43,"(0, 1, 4, 25, 10, 8, 12)",0.5849344515706,155851000,0.6211700372261999,121506000,0.4227902447568333,111792000,0.4465345157571667,140387000,0.5844757893306,364863000,0.6211700372261999,290283000,0.6211700372261999,703075000
44,"(0, 3, 1, 26, 10, 7, 13)",0.4161847020676666,128284000,0.6221032619932,116568000,0.40405280406199995,135148000,0.5750418773004,117535000,0.4128175071643334,420518000,0.6078750071028,403242000,0.6221032619932,797262000
45,"(0, 1, 0, 29, 6, 5, 19)",0.29809034035224996,134422000,0.553729933243,112630000,0.29852970316425,140978000,0.36491728362975,146957000,0.32658745876425,303531000,0.5445835119263333,327463000,0.553729933243,983814000
46,"(0, 3, 2, 25, 12, 4, 14)",0.49217193104249995,145908000,0.6431350928958,123020000,0.44887907969483337,123862000,0.6423744861802001,105125000,0.4744063289868334,406815000,0.5312403268204999,377624000,0.6431350928958,943545000
47,"(0, 0, 1, 29, 2, 11, 17)",0.438958605022,139544000,0.4522342679707999,127935000,0.3093734999143333,136741000,0.42645195440280004,130800000,0.44147930028599996,297978000,0.4522342679707999,284675000,0.4522342679707999,862487000
48,"(0, 1, 2, 27, 7, 6, 17)",0.4519367014368,133751000,0.6872052301565,101442000,0.4378613952796,138500000,0.46497500181600004,115788000,0.4541974320616,436036000,0.5450848199248,346708000,0.6872052301565,814809000
49,"(0, 1, 2, 27, 9, 6, 15)",0.3947529534572,154703000,0.4761636864132,108936000,0.4107805923092,135032000,0.40703693301559996,130540000,0.414836754034,382004000,0.4761636864132,431736000,0.4761636864132,971316000
50,"(0, 1, 1, 28, 7, 4, 19)",0.3504377876984,124779000,0.5879488931614999,109696000,0.3363844216244,140069000,0.5136269712865,127315000,0.3506932410396,376627000,0.5879488931614999,357083000,0.5879488931614999,748936000
51,"(0, 4, 4, 22, 10, 5, 15)",0.27334947661224995,137481000,0.3824769474808572,115340000,0.25893850095425003,162042000,0.3461823416311428,119061000,0.27918886999125,558129000,0.39872261569057155,846495000,0.3824769474808572,975814000
52,"(0, 0, 4, 26, 6, 8, 16)",0.3968949980135,142822000,0.5876863483358,116936000,0.37412585529883335,132902000,0.5314520330582001,106094000,0.40444619467416665,344764000,0.5876863483358,377165000,0.5876863483358,851840000
53,"(0, 2, 3, 25, 8, 7, 15)",0.449567685785,119522000,0.6685145273036001,111776000,0.3242638318677143,139539000,0.45185795322899996,140924000,0.45399748086166664,420652000,0.6361903369656001,367094000,0.6685145273036001,662057000
54,"(0, 2, 3, 25, 8, 7, 15)",0.47170921056816667,142851000,0.6615332472898,106848000,0.45863385059183326,135095000,0.6525763714213999,107058000,0.4664974771471666,582256000,0.6763188559206001,417464000,0.6615332472898,855898000
55,"(0, 2, 1, 27, 8, 8, 14)",0.3592786196838333,117976000,0.5393768263486001,144405000,0.4963805926826,122564000,0.5329890438710001,123667000,0.3786216756221666,328468000,0.5869062443417998,361560000,0.5393768263486001,794079000
56,"(0, 2, 2, 26, 7, 13, 10)",0.49911619698250004,148611000,0.5648605826968334,122688000,0.37828608736157143,119081000,0.5199245907365,125634000,0.5025338864125001,389468000,0.5873477552151666,366500000,0.5648605826968334,786484000
57,"(0, 2, 5, 23, 12, 7, 11)",0.30530520565650004,148509000,0.4134270608,115252000,0.2829024901375,131619000,0.49938131442100003,119392000,0.30994837123425,445131000,0.5055128580293334,524961000,0.4134270608,960216000
58,"(0, 1, 3, 26, 8, 7, 15)",0.33668149167166667,128156000,0.52769376514,113585000,0.24294236949714285,145476000,0.498744563308,138324000,0.34591192559800005,453534000,0.5252372576712,376194000,0.52769376514,765147000
59,"(0, 4, 3, 23, 13, 8, 9)",0.43571711601942864,122877000,0.5882373164643334,115332000,0.4230581069871429,134749000,0.4702504793208571,137684000,0.4293211204494285,431388000,0.574303877625,449301000,0.5882373164643334,958462000
60,"(0, 3, 1, 26, 6, 8, 16)",0.31363369953612497,162613000,0.5300632264765001,132612000,0.298532569173875,156355000,0.4066006060938571,131404000,0.3925482977772857,363032000,0.5462235894228333,546381000,0.5300632264765001,1019227000
61,"(0, 0, 3, 27, 4, 10, 16)",0.37320856043949996,131690000,0.5243217133762001,113813000,0.36305896797383336,150099000,0.5063530016614,100556000,0.39394270930849995,447056000,0.525265153813,436220000,0.5243217133762001,804412000
62,"(0, 2, 1, 27, 6, 7, 17)",0.32869966223683333,145163000,0.47227647317339994,145464000,0.2574400648221428,137650000,0.70794286450575,102157000,0.3312022111675,424295000,0.5173004727774001,443256000,0.47227647317339994,971638000
63,"(0, 0, 1, 29, 4, 8, 18)",0.362419531642,142185000,0.5285264699155,128529000,0.3481215497812,136219000,0.48920348282000004,114705000,0.362419531642,375669000,0.5285622088855,377670000,0.5285264699155,754575000
64,"(0, 3, 1, 26, 4, 14, 12)",0.3876453523263333,127646000,0.5956633095652,99493000,0.374355798409,135027000,0.5222718791804,94543000,0.3757237448836666,406844000,0.5693227495619999,347995000,0.5956633095652,728309000
65,"(0, 1, 2, 27, 6, 9, 15)",0.4532904553542,143722000,0.5361197225422,110638000,0.3149727910935,143085000,0.45394708595180006,124803000,0.45361520639420005,291234000,0.5348766308722,439401000,0.5361197225422,859858000
66,"(0, 0, 2, 28, 3, 12, 15)",0.5585609862900001,124564000,0.5826989196245,125742000,0.419060611642,142117000,0.5682266451705,122889000,0.5619834040064999,330916000,0.5880460389315,337919000,0.5826989196245,819951000
67,"(0, 3, 1, 26, 9, 8, 13)",0.3512815137887143,140503000,0.6219192856438001,116547000,0.3192034765061429,142053000,0.6074513447002,109305000,0.3677141293478572,381144000,0.6238827967342001,353142000,0.6219192856438001,974090000
68,"(0, 2, 2, 26, 12, 5, 13)",0.3724064794111429,130714000,0.6541363913364,105863000,0.355412437534,139481000,0.4577948533103333,114772000,0.3759772608665714,431602000,0.6522092578356,418400000,0.6541363913364,883550000
69,"(0, 2, 2, 26, 11, 6, 13)",0.47958291983839996,135300000,0.5830717915628,103175000,0.3585684498913333,120659000,0.7443920677565,87787000,0.48262075463840004,275649000,0.5844790297379999,371093000,0.5830717915628,819767000
70,"(0, 2, 5, 23, 6, 11, 13)",0.46358667330383335,174605000,0.6712342095666,118572000,0.46965668437783337,134790000,0.660438091573,100363000,0.47341008435183335,398532000,0.6718125156365999,367900000,0.6712342095666,888295000
71,"(0, 1, 3, 26, 10, 3, 17)",0.41000516004660004,155051000,0.6314968634152499,120605000,0.40394704062819997,137310000,0.62408634205575,96652000,0.41073380053659997,399330000,0.62855484602675,333638000,0.6314968634152499,867292000
72,"(0, 0, 4, 26, 12, 6, 12)",0.41989157527749993,142912000,0.4539116823998333,131449000,0.34237147486328573,129226000,0.6113270858829999,100834000,0.3267632253504286,403069000,0.4539116823998333,394384000,0.4539116823998333,839291000
73,"(0, 2, 3, 25, 6, 12, 12)",0.43776084924550007,149184000,0.6131896115066,111947000,0.41879041836416664,129017000,0.4377265083081667,128532000,0.44386486071183334,349713000,0.6157923814606,438156000,0.6131896115066,814675000
74,"(0, 2, 5, 23, 13, 9, 8)",0.397042873401125,126514000,0.5529643897184285,112880000,0.30444863243344444,139624000,0.6674214925508334,118305000,0.413059567994625,467362000,0.6713001046291667,390734000,0.5529643897184285,729539000
75,"(0, 1, 4, 25, 6, 12, 12)",0.40030858318400003,131354000,0.5932311720369999,118516000,0.29350191030874995,139075000,0.5333116150673334,117386000,0.40022360502971427,360090000,0.5876564071986667,429165000,0.5932311720369999,696388000
76,"(0, 0, 4, 26, 6, 11, 13)",0.3899369980325,125450000,0.5310114713654001,128233000,0.5027021048742,138827000,0.48453234066699996,113342000,0.5108534459485999,315789000,0.5320253942046,319610000,0.5310114713654001,732281000
77,"(0, 1, 5, 24, 8, 9, 13)",0.46250048802716665,137039000,0.5354389851238334,113153000,0.36053397624385713,131327000,0.6765314784582002,104481000,0.4743543590251666,419314000,0.6769366003894,445388000,0.5354389851238334,791312000
78,"(0, 3, 0, 27, 11, 6, 13)",0.45368676454133333,130377000,0.6316644128983999,110983000,0.41912381994133335,128774000,0.41644854059066677,122616000,0.4506254916506666,434903000,0.6016023783828,334861000,0.6316644128983999,760091000
79,"(0, 0, 2, 28, 9, 5, 16)",0.52828452343475,126932000,0.43235409590139995,114302000,0.3443085474478,132615000,0.36238173805179996,138272000,0.52452000323875,302736000,0.5879807512342501,305486000,0.43235409590139995,780926000
80,"(0, 0, 3, 27, 6, 7, 17)",0.3541861386416667,154389000,0.5304483826472001,110490000,0.35327345867,121685000,0.46518076944520004,118212000,0.4551444406844,437601000,0.5304483826472001,418393000,0.5304483826472001,815680000
81,"(0, 1, 2, 27, 8, 7, 15)",0.3661908952908333,150011000,0.5410332018714,112911000,0.33507834154016664,132687000,0.5132390322693999,142621000,0.3681461683681666,414674000,0.5145755268986,424249000,0.5410332018714,819567000
82,"(0, 1, 1, 28, 8, 8, 14)",0.44465998079700003,130800000,0.44996613548579995,122836000,0.2971142737331667,140364000,0.60363548461375,104964000,0.4459334466242001,330734000,0.44996613548579995,308783000,0.44996613548579995,843687000
83,"(0, 2, 2, 26, 10, 9, 11)",0.3926027576787143,143260000,0.5420937345764999,111481000,0.4927337668878333,137657000,0.4949218613181667,121486000,0.3758759328912857,340885000,0.5191807088211666,383696000,0.5420937345764999,807554000
84,"(0, 0, 3, 27, 12, 9, 9)",0.39596193336416663,164478000,0.5694773126657999,118357000,0.2858004349652857,139689000,0.5492961310526001,112792000,0.31166437281528575,306338000,0.5697477437849999,382781000,0.5694773126657999,849861000
85,"(0, 0, 3, 27, 7, 9, 14)",0.37195679128,150248000,0.5328573783072,121859000,0.35959041197999997,131920000,0.512458551558,125457000,0.3823166799933333,318221000,0.5328680392224001,336090000,0.5328573783072,810820000
86,"(0, 1, 3, 26, 4, 11, 15)",0.5541750623274999,122582000,0.6227056732985,117140000,0.3567105257252,149410000,0.5454853138825,111560000,0.5506209473875,316479000,0.6227056732985,309361000,0.6227056732985,702019000
87,"(0, 0, 2, 28, 6, 10, 14)",0.2843401318176,127896000,0.4569621035765,115944000,0.2841261688496,136283000,0.42686544423649997,107927000,0.29021446806319995,346911000,0.4569621035765,351183000,0.4569621035765,789009000
88,"(0, 1, 4, 25, 5, 8, 17)",0.3250833165618571,138153000,0.6009264462062001,108248000,0.4121867283421667,146574000,0.5873723107326001,97876000,0.3250833165618571,245283000,0.6021515440073999,516567000,0.6009264462062001,752434000
89,"(0, 0, 5, 25, 11, 8, 11)",0.39409508746716665,141372000,0.5667933686166,119852000,0.235344018613375,135210000,0.4003737734258333,127747000,0.3939719263911667,342043000,0.46299414964450003,508125000,0.5667933686166,830855000
90,"(0, 1, 3, 26, 12, 4, 14)",0.42779475181533333,135457000,0.6043701486044,135877000,0.40552935873266666,140780000,0.5679410354124,107350000,0.43900322083366666,471844000,0.6266237274816,381680000,0.6043701486044,703021000
91,"(0, 2, 5, 23, 9, 8, 13)",0.44520070019850005,132554000,0.639782098301,109776000,0.3934572869788333,125173000,0.5525411560094,104961000,0.4150355692188333,532017000,0.6032818911882,445795000,0.639782098301,757938000
92,"(0, 1, 1, 28, 3, 4, 23)",0.38718938739524994,140664000,0.46722126267525,104664000,0.38600000161974996,126280000,0.40596373663475005,138104000,0.39227957451775,293261000,0.46722126267525,405059000,0.46722126267525,823070000
93,"(0, 1, 1, 28, 9, 6, 15)",0.36920562830974996,122645000,0.4658857731862501,101564000,0.24091432188540002,146444000,0.40091078979524997,133251000,0.36513116888225,374964000,0.644647851223,311998000,0.4658857731862501,954584000
94,"(0, 3, 1, 26, 6, 10, 14)",0.40841305031366665,142999000,0.5718996604423999,114082000,0.29099040307857144,142243000,0.40161089602433336,150960000,0.40069720046433327,329983000,0.5734910857256,435736000,0.5718996604423999,943141000
95,"(0, 2, 4, 24, 12, 9, 9)",0.45450466891185715,115388000,0.6192047452808332,115397000,0.325620948192875,135118000,0.5769456865061667,102885000,0.35589779880587497,500587000,0.5913115410845001,422735000,0.6192047452808332,735031000
96,"(0, 2, 4, 24, 11, 5, 14)",0.355571239472,130505000,0.4906609836216667,110651000,0.25776182708175,140586000,0.4551749170533334,107474000,0.3618739247257143,593788000,0.4906896461316667,512170000,0.4906609836216667,865049000
97,"(0, 1, 4, 25, 7, 4, 19)",0.39274794181140005,114809000,0.5886453677857499,101089000,0.3575451012058,147075000,0.5699824119202499,132407000,0.3956354997374,462026000,0.5826341190727501,351974000,0.5886453677857499,722340000
98,"(0, 0, 0, 30, 6, 5, 19)",0.35240031453375,142053000,0.5278782917483333,120409000,0.2183660241438,156136000,0.30283300798725,142854000,0.35240031453375,280604000,0.5279009342036667,264442000,0.5278782917483333,1095261000
99,"(0, 0, 4, 26, 8, 7, 15)",0.32649058583120005,149189000,0.5139492435185,141734000,0.31103241249479996,140994000,0.4718505590355,121548000,0.327757122996,261017000,0.5139492435185,325079000,0.5139492435185,709230000
100,"(0, 2, 0, 28, 6, 4, 20)",0.43338213246659996,139233000,0.59513470430275,115996000,0.38686147892019995,140210000,0.377404810895,116398000,0.4382985479566,373173000,0.59542385139525,346563000,0.59513470430275,936196000
101,"(0, 0, 4, 26, 8, 6, 16)",0.41352848377366663,150184000,0.6488061849388,114788000,0.30378876523657145,134592000,0.4652881035086667,121652000,0.4136439380536667,342020000,0.6488061849388,344226000,0.6488061849388,667002000
102,"(0, 1, 5, 24, 9, 7, 14)",0.462373814335,128472000,0.4857057799273334,113526000,0.44705414678433336,121563000,0.4543241564433333,99780000,0.4460784169250001,427537000,0.48783569552833334,527258000,0.4857057799273334,779946000
103,"(0, 1, 2, 27, 10, 6, 14)",0.42453234858214284,150837000,0.6037672471245,125604000,0.318412381638125,129412000,0.5503190374358332,113164000,0.4246827760084285,372638000,0.6038341497178333,273736000,0.6037672471245,740788000
104,"(0, 0, 4, 26, 6, 7, 17)",0.42530620842649997,128705000,0.5749761627778001,127531000,0.40041228724350003,135349000,0.5658828557522001,110146000,0.42530620842649997,392192000,0.5766461983618,381647000,0.5749761627778001,866052000
105,"(0, 0, 2, 28, 9, 7, 14)",0.3328096338998333,134395000,0.4897975468826,122687000,0.32362584950316664,128966000,0.44433362073460003,127107000,0.3328096338998333,345866000,0.4901097250242,324336000,0.4897975468826,820285000
106,"(0, 0, 4, 26, 10, 8, 12)",0.507918947576,142433000,0.5464906674612,136626000,0.356530308792,137620000,0.49930353247240006,115264000,0.5104361653844,350283000,0.56536410596,405503000,0.5464906674612,685442000
107,"(0, 0, 5, 25, 8, 7, 15)",0.32521143240539996,144953000,0.51564121134425,102386000,0.2258289943985,161672000,0.47619157977825,106426000,0.32521143240539996,333521000,0.51498358312075,363896000,0.51564121134425,818991000
108,"(0, 0, 4, 26, 9, 8, 13)",0.42397135835419997,123306000,0.5227278106405999,99987000,0.2152981753752857,144653000,0.42170776323619996,109111000,0.4336036026134,411193000,0.5079561797641999,491772000,0.5227278106405999,800580000
109,"(0, 0, 2, 28, 4, 7, 19)",0.47874930751874994,136110000,0.49712010444824994,111050000,0.32881212790299996,142388000,0.48070584921174997,105109000,0.47874930751874994,280659000,0.48384633244275,355165000,0.49712010444824994,847473000
110,"(0, 2, 0, 28, 13, 7, 10)",0.48616787545260004,156434000,0.48640521307099993,131452000,0.4666865154334,124245000,0.3399557022704999,140102000,0.47998596803259996,472912000,0.500468423835,458379000,0.48640521307099993,863410000
111,"(0, 2, 5, 23, 10, 4, 16)",0.24917247089675001,137771000,0.6079319254624,111682000,0.24605655699225004,130311000,0.5932075291544,117943000,0.2601056491215,491007000,0.6172061887392,468590000,0.6079319254624,867983000
112,"(0, 1, 1, 28, 7, 5, 18)",0.3863321609742,144674000,0.46392447962460004,136476000,0.381598459717,140478000,0.41983471590059995,134813000,0.38638777803900004,346083000,0.46392447962460004,365890000,0.46392447962460004,951108000
113,"(0, 3, 6, 21, 8, 8, 14)",0.4108398574522857,156639000,0.5541458811906667,108711000,0.31139364277400006,145239000,0.5450932807283334,107014000,0.41271834368714283,386411000,0.5788681868083333,619121000,0.5541458811906667,984482000
114,"(0, 1, 4, 25, 12, 5, 13)",0.32099123852700007,154844000,0.4944388550641667,120558000,0.3176892202755714,149701000,0.43108946818883337,112824000,0.32363528434157146,341204000,0.49414862233083334,401531000,0.4944388550641667,831749000
115,"(0, 3, 5, 22, 13, 7, 10)",0.4483274861461428,168943000,0.5955280150848333,123775000,0.33915534824412497,138878000,0.4434910062364286,125516000,0.4502099245312858,362795000,0.5867115803365,394077000,0.5955280150848333,913519000
116,"(0, 1, 1, 28, 7, 9, 14)",0.3407660042888,162864000,0.5184018616185,117691000,0.34436498782760006,126061000,0.315874853124,148956000,0.3417225237176,399251000,0.5188554256545,401328000,0.5184018616185,755430000
117,"(0, 1, 1, 28, 10, 6, 14)",0.40388927215349996,132397000,0.5648549137405999,125661000,0.2838469832287143,136994000,0.5331178620698,111636000,0.3974067162061667,378728000,0.5648549137405999,362303000,0.5648549137405999,695510000
118,"(0, 0, 0, 30, 3, 7, 20)",0.3742591828036666,145683000,0.43766824441166663,111665000,0.21840088239125,149911000,0.3759029343003333,151221000,0.3742591828036666,286007000,0.43766824441166663,326376000,0.43766824441166663,892123000
119,"(0, 1, 2, 27, 6, 5, 19)",0.45373695234749994,161713000,0.5281545630435,106536000,0.2832634511548,160561000,0.4512499933715,155837000,0.4542973890465,401411000,0.5281545630435,333934000,0.5281545630435,874914000
120,"(0, 1, 0, 29, 9, 8, 13)",0.4593383942158001,131354000,0.5238952189794001,127854000,0.44456222939219997,141731000,0.45392624615579996,132028000,0.4612147988938,326745000,0.5238952189794001,330596000,0.5238952189794001,818647000
121,"(0, 0, 2, 28, 5, 10, 15)",0.41016581756579995,144972000,0.4794995903826001,108570000,0.30081067204183337,147054000,0.43017139192060005,130623000,0.41128329772219996,380467000,0.4794995903826001,388627000,0.4794995903826001,696597000
